,review,sentiment_score
2757,This is a GREAT place to eat!,1
914,I saw this short film on HBO the other day and absolutely loved it.  ,1
356,Now you know why I gave it a 10+!  ,1
612,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1
1148,Items stated as included from the description ARE NOT INCLUDED.,0
374,"If you see it, you should probably just leave it on the shelf.  ",0
2831,Very poor service.,0
533,add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1
901,This one just fails to create any real suspense.  ,0
407,I couldn't take them seriously.  ,0
471,At no point in the proceedings does it look remotely like America.  ,0
2728,The Han Nan Chicken was also very tasty.,1
234,Do not waste your time.  ,0
519,Final Word: This Show is a real torture!!  ,0
1106,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0
2028,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0
76,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",1
220,"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0
2263,"Good service, very clean, and inexpensive, to boot!",1
1143,very disappointed.,0
2876,I've had better bagels from the grocery store.,0
2745,There was a warm feeling with the service and I felt like their guest for a special treat.,1
189,An excellent performance from Ms.  ,1
256,That was funny.  ,1
2868,"The service was great, even the manager came and helped with our table.",1
2384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
683,A good film by a great director!  ,1
110,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1
1658,Talk about USELESS customer service.,0
1718,It was a great phone.,1
937,"They are so easy to love, but even more easy to identify with.  ",1
1400,what a disappointment,0
2387,This place deserves one star and 90% has to do with the food.,0
304,"his performance, as awarded, was stunning.  ",1
2468,"Love the margaritas, too!",1
1708,I bought this phone as a replacement for my StarTac and have regretted it since.,0
802,Star Trek V The final Frontier is the worst in the series.  ,0
2766,One of the few places in Phoenix that I would definately go back to again .,1
173,I mean this in a terrible way.  ,0
419,"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
2781,Join the club and get awesome offers via email.,1
753,A very charming film with wonderful sentiment and heart.  ,1
2576,I swung in to give them a try but was deeply disappointed.,0
2151,This is a great restaurant at the Mandalay Bay.,1
1960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
2335,Great service and food.,1
1021,I bought this to use with my Kindle Fire and absolutely loved it!,1
2808,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
2967,Hell no will I go back,0
2791,Once your food arrives it's meh.,0
1738,The design is very good.4.,1
1047,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,0
2476,We enjoy their pizza and brunch.,1
2813,It was packed!!,0
1548,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
2492,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0
2490,I will be back many times soon.,1
2080,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0
2126,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0
212,""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",1
1126,Basically the service was very bad.,0
986,;) Recommend with confidence!  ,1
1957,Love it.. Great armband.,1
1307,"As many people complained, I found this headset's microphone was very weak.",0
1722,This is simply the BEST bluetooth headset for sound quality!,1
2114,Good prices.,1
643,The cast is always entertaining as usual.  ,1
1457,Nice solid keyboard.,1
676,He's a national treasure.  ,1
1354,Excellent starter wireless headset.,0
1560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
1325,"good item, low price.",1
1580,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1
2461,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
468,I knew when I saw the film that more great things were to come from this gifted actor.  ,1
455,You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0
66,There is a totally unnecessary train/roller coaster scene.  ,0
2970,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
2616,My friend did not like his Bloody Mary.,0
1946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
913,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0
932,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
1741,"Couldn't use the unit with sunglasses, not good in Texas!",0
2916,"There is really nothing for me at postinos, hope your experience is better",0
1469,"Looks great and is strong.""",1
963,"The film's dialogue is natural, real to life.  ",1
2374,And the beans and rice were mediocre at best.,0
2064,We are so glad we found this place.,1
2971,The ambiance isn't much better.,0
2721,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
339,Didn't laugh or even smile once.  ,0
721,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0
1740,I would highly recommend this product.,1
1814,Battery has no life.,0
2185,I ordered the Lemon raspberry ice cocktail which was also incredible.,1
1582,"Voice Quality, Signal Strength, Dropped Calls.",0
814,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1
1696,The phone can also take great pictures and even video clips.,1
1625,Very Dissapointing Performance.,0
2100,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1046,Who in their right mind is gonna buy this battery?.,0
2004,The selection on the menu was great and so were the prices.,1
1668,Much less than the jawbone I was going to replace it with.,1
2543,I won't try going back there even if it's empty.,0
288,Really bad.  ,0
151,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1
2253,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0
2136,I had a seriously solid breakfast here.,1
289,"Even Billy Bob couldn't rise above the script, which was worse.  ",0
2422,"Furthermore, you can't even find hours of operation on the website!",0
1904,Problem is that the ear loops are made of weak material and break easily.,0
2852,So flavorful and has just the perfect amount of heat.,1
1568,Great Product.,1
158,I hate movies like that.  ,0
2024,So they performed.,1
1314,The battery is unreliable as well as the service use antena.,0
1863,"I have only had it for a few weeks, but so far, so good.",1
117,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
458,"This gets a 1 out of 10, simply because there's nothing lower.  ",0
422,"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1
1424,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0
684,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1
1537,"Small, sleek, impressive looking, practical setup with ample storage in place.",1
148,"The acting is terrible, and the writing is worse.  ",0
1627,This phone might well be the worst I've ever had in any brand.,0
894,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",0
757,This is one of the best Italian thrillers of the early 70's.  ,1
2704,The cashier was friendly and even brought the food out to me.,1
2052,Their chow mein is so good!,1
664,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0
2716,They have a really nice atmosphere.,1
2308,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1
322,""" I love it.  ",1
2046,It's too bad the food is so damn generic.,0
2022,Service is also cute.,1
99,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
2629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
123,I'd advise anyone to go and see it.  ,1
2005,Now I am getting angry and I want my damn pho.,0
1161,Great charger.,1
237,But what really made it unwatchable was the direction.  ,0
2045,The only thing I did like was the prime rib and dessert section.,1
1144,The phone takes FOREVER to charge like 2 to 5 hours literally.,0
2303,Food was really boring.,0
62,I do think Tom Hanks is a good actor.  ,1
2244,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
1669,Setup went very smoothly.,1
2441,I'd love to go back.,1
650,Nothing short of magnificent photography/cinematography in this film.  ,1
1892,Excellent product for the price.,1
208,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
1633,You get what you pay for I guess.,0
735,Nothing new there.  ,0
2179,We literally sat there for 20 minutes with no one asking to take our order.,0
759,This scene is very strong and unpleasant.  ,0
2272,You can't beat that.,1
912,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
2796,"The chips and salsa were really good, the salsa was very fresh.",1
1677,Truly awful.,0
2397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
1599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
2923,The RI style calamari was a joke.,0
1002,Great for the jawbone.,1
2713,If you are reading this please don't go there.,0
1564,Yet Plantronincs continues to use the same flawed charger design.,0
2491,The menu had so much good stuff on it i could not decide!,1
788,10/10  ,1
147,"A truly, truly bad film.  ",0
698,It's a case of 'so bad it is laughable'.  ,0
1799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
2984,"All in all, Ha Long Bay was a bit of a flop.",0
945,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
2991,Spend your money and time some place else.,0
2858,I probably won't be coming back here.,0
1470,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1
1310,"This is a good battery, and it got here really fast.",1
2166,This place is hands-down one of the best places to eat in the Phoenix metro area.,1
2700,"The chips that came out were dripping with grease, and mostly not edible.",0
2788,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
2388,This is a disgrace.,0
2068,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
606,The story line is just awful!  ,0
1255,poor quality and service.,0
2715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
574,"Aside from it's terrible lead, this film has loads of other debits.  ",0
34,Today the graphics are crap.  ,0
2489,How awesome is that.,1
1866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
1843,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0
1773,The reception has been generally good.,1
2455,The chicken wings contained the driest chicken meat I have ever eaten.,0
1320,I am also very happy with the price.,1
1277,Very good phone.,1
469,"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0
1710,Can't store anything but phone numbers to SIM.,0
2504,The waitress and manager are so friendly.,1
746,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1
804,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0
2613,"Sorry, I will not be getting food from here anytime soon :(",0
1007,If you are Razr owner...you must have this!,1
334,In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,0
2062,The cocktails are all handmade and delicious.,1
1382,Same problem as others have mentioned.,0
801,Avoid at ALL costs!  ,0
2929,Disappointing experience.,0
1494,Pretty piece of junk.,0
547,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0
2817,The seasonal fruit was fresh white peach puree.,1
395,Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0
1817,Gets a signal when other Verizon phones won't.,1
449,"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
2375,Best tacos in town by far!!,1
1640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
2230,This wonderful experience made this place a must-stop whenever we are in town again.,1
2734,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
630,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1
1224,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0
1983,I am going to have to be the first to negatively review this product.,0
1124,Gets the job done.,1
176,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0
943,Go rent it.  ,1
2040,The shrimp tender and moist.,1
892,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,0
130,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0
274,BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,1
2985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
2264,The seafood was fresh and generous in portion.,1
2980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
793,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1
1217,"I also didn't like the ""on"" button, it felt like it would crack with use.",0
668,"Speaking of the music, it is unbearably predictably and kitchy.  ",0
1876,Excellent dual-purpose headset.,1
2196,The live music on Fridays totally blows.,0
30,"There are massive levels, massive unlockable characters... it's just a massive game.  ",1
2598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1
2090,"In summary, this was a largely disappointing dining experience.",0
1705,I love this cable - it allows me to connect any mini-USB device to my PC.,1
2343,It's worth driving up from Tucson!,1
1213,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
2188,What I really like there is the crepe station.,1
1259,Great for using with your home stereo.,1
2482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
1655,"No ear loop needed, it's tiny and the sound is great.",1
1551,Thank you for such great service.,1
2160,I came back today since they relocated and still not impressed.,0
2561,After two I felt disgusting.,0
868,Also the story and acting were weak.  ,0
1141,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0
738,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0
2042,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0
2695,Went for lunch - service was slow.,0
51,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",1
1072,Great choice!,1
2872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
2949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
817,You will leave the theater wanting to go out and dance under the stars.  ,1
1134,Buyer--Be Very Careful!!!!!.,0
1800,"Good , works fine.",1
918,"I agree with Jessica, this movie is pretty bad.  ",0
691,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1
1196,You'll love how thin it is.,1
491,"This movie creates its own universe, and is fascinating in every way.  ",1
578,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
1412,Jawbone Era is awesome too!,1
1104,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0
2134,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
2217,The Jamaican mojitos are delicious.,1
29,It is an insane game.  ,1
538,there is no real plot.  ,0
279,There is a lot of beautiful places.  ,1
2270,The Veggitarian platter is out of this world!,1
1235,One of my favorite purchases ever.,1
296,Three of the most visually appealing movies i've ever seen.  ,1
1674,Then I had to continue pairing it periodically since it somehow kept dropping.,0
441,"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",0
1975,It is the best charger I have seen on the market yet.,1
880,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",0
921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
2696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
752,Meredith M was better than all right.  ,1
1488,"Then I exchanged for the same phone, even that had the same problem.",0
832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1
1961,I was very impressed with the price of the cases.,1
1070,Mic Doesn't work.,0
2141,The waiter wasn't helpful or friendly and rarely checked on us.,0
1178,It only recognizes the Phone as its storage device.,0
2643,Maybe if they weren't cold they would have been somewhat edible.,0
2475,"Third, the cheese on my friend's burger was cold.",0
1924,Works good.,1
1985,"There was so much hype over this phone that I assumed it was the best, my mistake.",0
2686,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
111,The directing and the cinematography aren't quite as good.  ,0
1849,I bought two of them and neither will charge.,0
715,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0
1294,The voice recognition thru the handset is excellent.,1
831,See both films if you can.  ,1
1990,I'm really disappointed all I have now is a charger that doesn't work.,0
364,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,1
319,And I really did find them funny.  ,1
522,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0
2837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
2526,And it was way to expensive.,0
610,Don't waste your time watching this rubbish non-researched film.  ,0
719,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0
1602,Those phones are working just fine now.,1
1936,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
281,"Again, lame.  ",0
2199,It is worth the drive.,1
787,If you want a real scare rent this one!  ,1
2093,Best breakfast buffet!!!,1
291,Rating: 1 out of 10.  ,0
1811,#1 It Works - #2 It is Comfortable.,1
571,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0
2142,My husband and I ate lunch here and were very disappointed with the food and service.,0
848,Lots of holes in the script.  ,0
1384,Magical Help.,1
2406,I'll definitely be in soon again.,1
1096,If you plan to use this in a car forget about it.,0
790,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1
1754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
1203,The best electronics of the available FM Transmitters.,1
1994,Kind of flops around.,0
2869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
244,"Regrettably, the film fails.  ",0
131,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
825,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1
1797,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
2784,"The chains, which I'm no fan of, beat this place easily.",0
1299,Battery life still not long enough in Motorola Razor V3i.,0
96,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
150,I paid too much.  ,0
882,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",0
888,Avoid this film at all costs.  ,0
219,Hence the whole story lacks a certain energy.  ,0
590,I can't believe there's even a sequel to this!  ,0
1929,As I said above....PRETTY USELESS!,0
2519,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
2195,The best place to go for a tasty bowl of Pho!,1
2999,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
174,This film has no redeeming features.  ,0
8,A bit predictable.  ,0
275,"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",1
2049,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1138,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
1698,"Because both ears are occupied, background is not distracting at all.",1
1349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
2764,"I'm so happy to be here!!!""",1
105,Very disappointing.  ,0
1897,Don't buy this product - It fails!.,0
961,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
1198,The pleather case doesn't fit.,0
78,Alexander Nevsky is a great film.  ,1
889,"I don't know what happened in Season Five, what a mess.  ",0
972,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0
1777,WORTHWHILE.,1
2029,The worst was the salmon sashimi.,0
1097,I found this product to be waaay too big.,0
402,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1
379,Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
2930,"The food is about on par with Denny's, which is to say, not good at all.",0
2540,I had the opportunity today to sample your amazing pizzas!,1
201,The movie I received was a great quality film for it's age.  ,1
2897,"I had strawberry tea, which was good.",1
618,"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1
2547,"not even a ""hello, we will be right with you.""",0
1404,don't waste your money and time.,0
462,"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0
1709,Appears to actually outperform the original battery from China that came with my V325i.,1
1245,Worth every penny.,1
521,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0
595,"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1
648,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1
31,Waste your money on this game.  ,1
1836,"Horrible, horrible protector.",0
1439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
1511,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
2657,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
2739,Never had anything to complain about here.,1
438,"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1
2011,Would not go back.,0
2445,"Not to mention the combination of pears, almonds and bacon is a big winner!",1
1769,Crisp and Clear.,1
336,The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,0
1735,"Provides good protection and looks classy, too.",1
2920,"Needless to say, I won't be going back anytime soon.",0
550,I don't think there are any redeeming qualities in this remake.  ,0
456,This film (and I use that word loosely) is an insult to the movie-going public.  ,0
1397,Great product and price.,1
1130,It is so small and you don't even realize that it is there after a while of getting used to it.,1
873,Everything Captain Howdy says is either laughable or just plain stupid.  ,0
1368,Love This Phone.,1
1540,I am glad I purchased it.,1
1747,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1
1402,Excellent product for the price.,1
2316,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0
2755,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
335,It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0
476,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0
15,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0
623,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1
215,Hitchcock is a great director.  ,1
2211,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0
1026,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1
2159,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0
690,Punishment Park is a brilliant piece of cinema.  ,1
2748,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
